first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt
Nikolos,Jeandillou,CA,$52313.66,4,702,59,$96604.82,3.3,3883.64,$36906.53
Izzy,Blizard,MD,$42206.56,22,843,81,$212216.13,3.2,6451.14,$34957.43
Patrizia,Winsome,UT,$47100.59,25,810,39,$181848.67,2.9,7942.5,$40875.46
Paul,Olander,CA,$44030.34,16,767,56,$61413.56,3.4,1560.64,$63950.46
Emmalynn,Dillet,MA,$50051.45,7,816,66,$199325.33,2.9,5005.47,$62714.05
Phylys,Purveys,CA,$54112.34,15,573,18,$164533.51,2.8,2699.37,$51179.80
Alida,Van der Velde,OK,$36035.39,12,703,74,$423670.97,3.8,3141.2,$53770.45
Fayina,Amiranda,FL,$44680.12,7,790,62,$370267.90,3.4,3530.56,$19732.34
Janey,Drinkeld,NV,$34991.09,10,401,50,$261286.98,2.7,3403.49,$69384.00
Lanna,Barczynski,GA,$51346.89,19,763,62,$193938.24,2.7,2259.05,$37214.53
Tomasina,Densham,VA,$45628.64,29,433,43,$336091.12,4.0,3043.59,$59029.71
Alexandro,Matys,MA,$32809.78,3,803,72,$347117.82,3.3,-237.86,$42404.30
Almire,Dolan,OK,$59277.11,24,561,82,$299183.47,3.7,-260.83,$40299.69
Bartlett,Frearson,VT,$58501.93,5,395,71,$53971.97,2.8,1726.72,$22793.88
Eduard,Lamplugh,CA,$35751.83,28,473,80,$41883.61,3.7,1156.41,$68084.73
Holly,Vinnicombe,NY,$26579.13,8,831,28,$51109.83,2.7,2120.65,$31846.16
Megen,Garr,CA,$36548.36,7,805,48,$244692.55,2.7,7485.35,$21106.93
Dallis,Gill,VA,$48103.28,6,485,83,$459703.31,2.5,2337.3,$30846.06
Hedi,Pirdue,OH,$58231.31,1,499,52,$375345.68,3.1,4110.66,$61528.36
Lazaro,Ingyon,TX,$46696.90,5,718,73,$225351.63,3.2,-72.14,$13521.81
Kristina,Searston,NY,$51714.10,26,547,59,$108314.22,3.3,3476.55,$15829.51
Oran,Accombe,AZ,$54027.10,20,839,42,$434626.03,3.2,6779.01,$50597.03
Devin,Seccombe,OK,$26868.06,8,513,40,$368143.06,3.3,183.5,$26609.83
Cleveland,Goucher,OR,$36105.39,18,784,65,$330439.03,3.7,54.06,$8511.57
Tomaso,Weatherall,WI,$41316.19,18,664,81,$495090.86,3.6,3435.22,$14207.29
Bonnie,Blain,FL,$45126.71,15,456,31,$212819.09,3.9,9568.45,$31809.47
Alana,Ales0,AL,$33162.93,30,389,73,$352353.90,3.9,5317.93,$38005.69
Bronny,Bearns,AZ,$41021.45,10,478,43,$359493.60,3.4,9024.06,$67257.76
Zahara,Taffe,LA,$36243.41,28,474,22,$302529.96,3.6,9201.38,$21734.33
Gaston,MacWhirter,NE,$30273.68,30,590,52,$437320.52,2.9,5688.73,$18723.57
Guglielmo,McPeake,DC,$32904.81,29,568,36,$357095.67,2.5,1692.36,$68550.86
Adriana,Dewhirst,CO,$59883.83,13,361,78,$216710.74,3.1,-203.64,$72528.72
Jayson,Halversen,IL,$52874.59,16,849,28,$6762.34,3.2,3276.54,$72766.59
Ethelbert,Yanshinov,GA,$47076.89,14,587,85,$355243.36,3.7,4215.44,$44149.72
Shurlock,Spray,TX,$45721.04,15,762,56,$369986.78,2.7,9029.49,$33420.17
Lauri,Shurmer,FL,$33747.88,3,532,81,$196564.02,2.6,3153.4,$72997.38
Maurice,O'Flynn,TX,$51944.77,27,623,43,$356187.41,2.5,564.95,$44789.79
Guthry,Klaff,CO,$26734.58,9,843,77,$136423.35,3.9,2604.21,$60717.77
Ajay,Camier,VA,$55978.28,13,506,53,$376011.79,3.1,4656.09,$29142.93
Adi,Winterton,KY,$36009.62,5,503,67,$38856.53,4.0,7156.77,$17365.29
Nettie,Orable,AL,$32380.92,17,526,63,$88951.94,2.8,6351.12,$4655.36
Philip,Rodgman,MI,$30800.83,14,464,29,$161967.18,2.9,1198.99,$38330.03
Alecia,Batchelder,FL,$39147.14,22,541,68,$470823.91,3.3,2447.77,$14145.20
Jonas,Barrick,FL,$48502.08,21,581,80,$288747.77,3.0,2533.18,$6056.98
Berti,Spawton,OR,$44976.88,27,519,63,$14401.31,3.0,7848.33,$40186.99
Innis,Bertot,GA,$53830.91,20,557,28,$289133.32,3.2,9917.69,$21595.13
Nickolaus,Dollimore,CA,$30130.27,13,388,53,$472369.39,3.1,323.59,$59504.99
Leila,Whylie,TX,$44713.29,4,778,53,$461612.93,2.8,9223.93,$71224.41
Louie,Skipsey,NM,$51651.73,5,523,53,$158629.61,3.4,6737.34,$38972.78
Avictor,Peschet,GA,$40482.08,5,444,31,$466101.24,3.1,8278.05,$22738.45
Fabe,Thayre,SC,$39640.09,3,683,74,$389017.99,3.0,1505.86,$6376.77
Eddie,Standrin,NV,$49249.01,8,646,61,$484412.40,3.6,2571.74,$64431.17
Catina,Peacher,IL,$44659.26,18,360,19,$390156.78,3.3,7306.11,$66088.01
Dede,Chidley,CA,$53571.07,17,463,51,$162791.00,3.5,8438.42,$26714.59
Eirena,Brecher,PA,$51739.06,2,521,55,$35146.94,3.4,4397.43,$71547.64
Quinlan,Messer,TN,$41523.92,16,667,60,$318538.69,3.5,9392.93,$14383.12
Goober,Gregor,KS,$55197.38,20,831,22,$31163.34,3.0,-826.52,$74961.51
Ted,Attiwill,NJ,$34894.56,25,423,18,$169142.67,3.6,6790.55,$23546.20
Chris,Rosewall,MA,$34097.75,5,602,49,$431154.77,3.4,9466.59,$50751.00
Bryce,McCartney,TN,$52456.14,6,769,35,$152479.35,2.7,6970.91,$26041.72
Basil,O'Sesnane,AL,$37071.51,8,529,22,$194097.31,3.6,5503.46,$29633.39
Trixy,Southard,UT,$42910.46,24,680,48,$379368.13,3.3,2579.4,$37642.05
Tammy,Willmot,FL,$31309.71,6,409,24,$1383.23,3.5,7647.73,$27683.20
Barty,Legonidec,NV,$36004.82,29,547,72,$135960.85,3.5,9945.25,$35038.29
Godfrey,Beckworth,TX,$38676.27,3,845,27,$202050.33,3.4,694.64,$42919.14
Penn,Benge,HI,$53517.33,13,636,52,$317717.56,3.0,8830.56,$29234.37
Lockwood,Kennally,CA,$55263.34,4,576,49,$285108.20,3.0,-838.0,$14942.77
Delia,Accum,NC,$58112.04,29,799,44,$314685.04,3.1,7057.42,$58473.84
Constantine,Tubb,TX,$33066.45,28,554,49,$2930.24,3.0,2606.27,$25288.37
Ferne,Sconce,NC,$41031.00,18,401,75,$494753.55,2.7,6725.17,$36952.94
Jdavie,Anthonies,GA,$57050.18,16,847,79,$6253.63,3.9,2966.15,$40260.03
Michel,Gauthorpp,FL,$56005.86,27,656,23,$283138.63,2.6,1411.12,$60448.01
Drusy,Adamsky,AL,$34818.96,18,600,35,$332578.39,3.8,-264.67,$74579.56
Malory,Fernando,CA,$51744.81,29,361,66,$119501.99,3.3,1397.93,$22028.34
Hildegaard,Broadey,IN,$30969.04,1,476,70,$79888.31,2.6,7724.62,$18152.78
Ferdinande,Bogges,PA,$40441.41,11,397,59,$173225.02,3.9,8548.69,$3522.76
Sibeal,Bernetti,NE,$36150.25,21,353,39,$237978.66,3.9,6158.47,$18267.42
Dulcy,Wathall,CO,$51865.01,21,623,30,$300671.42,3.4,657.4,$21253.45
Cristin,Cleve,TX,$30383.40,11,420,27,$326831.47,3.9,9515.93,$65413.79
Alika,Thurske,TX,$30435.27,7,369,78,$191030.70,2.7,4435.97,$16046.10
Thaine,Nottram,MN,$36278.38,8,393,55,$3759.24,3.7,6263.59,$2897.18
Craig,Bellam,WA,$56314.05,27,450,62,$187528.02,3.8,6282.99,$19181.71
Tam,Bruckshaw,FL,$35603.73,18,471,61,$374132.60,3.5,7649.93,$52507.55
Carlos,Gurden,NV,$51954.46,21,844,73,$393856.62,2.6,6010.46,$16117.19
Benedicta,Veillard,CA,$36193.64,30,384,42,$19986.33,3.4,3463.54,$29957.20
Nedda,Milmoe,TX,$40194.90,9,604,60,$86303.99,3.7,6829.83,$12709.60
Baily,Winter,OH,$35607.12,25,513,23,$367472.61,3.1,5912.08,$54858.51
Franklin,Lehrmann,AZ,$29021.65,7,519,67,$89721.72,3.9,1579.92,$68095.78
Marchelle,Leedes,OK,$33384.51,14,672,78,$461926.03,3.6,-965.61,$54487.32
Bernelle,MacVicar,CA,$48705.74,21,453,77,$16655.48,3.6,1481.13,$3241.87
Jareb,Stainton - Skinn,AZ,$29774.72,30,571,78,$336489.31,3.1,8191.44,$60757.92
Francisca,Wrathall,CA,$46652.92,24,478,43,$145435.68,3.0,-796.71,$61880.45
Franklyn,Gladbeck,NC,$31984.82,16,678,20,$460652.61,3.3,4902.36,$51731.58
Chick,Niece,VA,$35546.02,22,839,63,$491384.64,2.7,3587.4,$6247.20
Leanna,Frigout,HI,$50054.15,20,369,52,$267462.40,3.3,1674.61,$64541.75
Francklin,Astlett,CO,$46445.92,2,385,64,$441534.91,3.4,796.63,$69317.64
Zachariah,Filasov,FL,$37138.31,14,787,70,$471049.84,3.8,298.35,$34126.96
Prudy,Aggs,IN,$31510.71,14,748,24,$267035.18,2.5,7761.01,$15146.32
Holly,Megson,LA,$52158.78,9,717,74,$158668.63,2.5,-886.96,$47866.88
Marsh,Jandak,PA,$56137.11,11,579,56,$270814.76,2.7,1905.22,$34081.17
Westbrooke,Delort,FL,$46404.58,7,499,74,$55420.65,3.8,1636.19,$11881.83
Rafaellle,Haggus,CA,$48579.70,13,767,34,$22384.56,3.6,2364.08,$32989.55
Taber,Malkie,SC,$28685.67,11,413,64,$365285.94,3.0,5473.03,$23249.88
Dukie,Fedorski,TX,$41627.75,20,785,76,$466214.22,2.8,3455.31,$4359.22
Chrystal,Guthrum,CA,$41990.96,5,849,19,$271663.96,3.6,8804.44,$26967.70
Ikey,Rippin,CA,$58746.41,22,634,79,$73430.90,3.4,3500.19,$21063.79
Archer,Santino,NY,$56360.52,16,375,41,$273106.15,3.1,-19.03,$42369.54
Amii,Genese,FL,$41083.50,5,385,18,$94517.02,2.6,7209.66,$37208.31
Horatio,Masding,AZ,$35930.16,30,587,72,$124587.33,3.3,1013.19,$56643.71
Pembroke,Pleasance,NY,$43814.64,15,668,67,$19764.45,2.8,5213.85,$29321.08
Harli,Swafield,AL,$31349.88,22,799,64,$101725.68,3.3,9887.51,$35255.95
Walt,Abramsky,DC,$51743.56,15,773,49,$85687.60,3.2,1936.48,$68691.46
Georgianna,Reef,CA,$52513.27,23,844,35,$217624.14,3.3,4684.08,$25910.01
Queenie,Cookley,TX,$56723.90,10,536,80,$283099.53,3.5,-12.72,$54801.62
Austin,Syseland,IA,$32094.90,11,391,57,$195679.09,3.8,841.0,$57707.42
Brantley,Foxcroft,TX,$55694.47,16,415,33,$233500.41,3.4,6488.98,$13690.30
Killy,Stallworthy,MS,$51833.64,21,522,25,$208003.92,3.6,5549.47,$52797.80
Neale,Kinnie,NY,$32350.70,21,746,29,$220317.44,3.6,9629.29,$5760.46
Doria,McIntosh,NH,$27144.11,13,830,60,$41593.24,3.9,-168.89,$22376.57
Warner,Trematick,CA,$36221.47,13,673,35,$82146.05,2.5,-410.46,$72571.04
Marvin,Pennick,CA,$38017.62,3,447,69,$438756.71,2.7,9779.81,$18432.21
Wain,Jagson,OK,$33940.36,6,616,27,$174913.68,2.6,1095.42,$48142.25
Martie,Haynes,NC,$45284.30,23,430,69,$294801.03,3.6,3768.86,$70221.17
Rand,Petrakov,CA,$27785.36,21,848,55,$457327.98,3.2,9797.9,$57337.91
Imojean,Green,TX,$33706.52,14,442,72,$289788.31,3.0,-964.58,$59031.27
Clea,Hughland,PA,$30620.95,21,733,83,$167369.64,3.3,7106.04,$53407.99
Briana,Della,MS,$37588.99,17,646,47,$169073.97,3.3,357.46,$13048.60
Benedicto,Bentson,NM,$51684.35,29,689,22,$133479.95,2.5,2637.37,$4045.47
Edy,Kingswood,DC,$38043.28,28,672,67,$113687.06,3.3,7871.55,$48645.92
Manny,Ray,MO,$57813.56,18,623,27,$96932.93,4.0,3938.89,$43281.84
Allen,Pudden,LA,$42324.09,19,573,51,$260982.72,3.6,3273.42,$18831.89
Phyllys,Rizzo,NJ,$41652.89,21,808,47,$251188.32,3.0,8677.02,$59998.04
Gerek,Likly,CA,$46297.60,4,837,59,$163573.27,3.2,5254.72,$42932.79
Kane,Boyfield,ND,$51046.95,1,469,29,$372996.29,3.8,-938.75,$42926.07
Lorette,Truscott,CO,$49754.61,15,648,28,$240108.32,3.5,1089.35,$6519.20
Pauline,Campanelli,FL,$43157.44,23,660,57,$24955.05,3.9,2374.37,$67480.06
Gardy,Offell,WV,$46571.58,25,413,74,$458718.53,3.6,3833.19,$37942.31
Israel,Fortye,VA,$38236.74,6,562,24,$171770.60,3.4,5419.9,$64756.87
Donnamarie,Filchakov,FL,$39309.10,5,507,40,$354685.18,2.9,9624.22,$61293.47
Zahara,Sergent,OK,$51306.24,9,665,24,$23837.73,3.5,2196.48,$28519.67
Gleda,Leney,OK,$53274.29,11,409,20,$242902.44,2.6,5914.01,$38575.83
Davide,Latter,TX,$43390.00,18,394,25,$307077.89,2.8,4408.26,$51451.99
Ly,Flowers,VA,$59380.60,28,647,35,$299952.53,2.8,5996.95,$64093.21
Andriana,Olivazzi,VA,$34972.16,16,559,25,$76209.84,2.8,4430.98,$23580.73
Joelynn,Gladden,NJ,$46817.37,13,753,82,$132031.83,3.5,625.25,$71107.40
Clari,Eltone,NE,$32158.00,24,605,72,$308743.68,3.2,1955.79,$55576.55
Delinda,Morais,MN,$42665.32,14,388,61,$160310.90,2.8,6149.78,$1305.72
Wallace,Fleming,NM,$50913.25,14,651,54,$478640.22,2.7,5401.55,$74676.01
Bernetta,Readwood,CA,$52481.65,2,602,28,$201736.33,2.6,6533.5,$33308.80
Jolie,Hendriksen,MD,$40559.92,17,663,79,$411669.01,3.5,8287.17,$48071.50
Merrel,Kitchinghan,IA,$35301.27,7,443,76,$45311.19,3.3,1517.87,$8399.87
Kesley,Crapper,MA,$36872.65,10,548,35,$407698.24,3.6,868.84,$11964.56
Bernelle,Royans,WV,$40837.17,14,362,71,$334196.56,2.8,916.66,$246.47
Culver,Claridge,AZ,$37482.81,28,422,22,$413366.58,3.1,1116.86,$3481.58
Nari,Ousbie,OH,$59121.17,6,652,48,$472120.85,3.5,1814.57,$21343.53
Calhoun,Chasle,CA,$26875.99,1,403,31,$253584.73,2.6,6964.37,$71441.85
Hervey,Alchin,FL,$47282.08,9,502,37,$87740.52,3.2,5790.28,$25994.73
Flossie,Beckitt,WI,$48241.51,20,362,51,$109551.39,3.8,5007.84,$9775.18
Elias,Lucy,TX,$47810.02,30,429,81,$233758.13,2.7,-753.82,$26099.73
Kata,Gobel,NY,$48003.78,1,417,78,$446821.81,3.8,7843.57,$69610.49
Daisy,Poley,FL,$58311.25,16,581,54,$132152.91,3.0,-477.44,$706.11
Bryant,Curro,VA,$31655.20,18,746,81,$221478.73,3.2,3367.5,$24636.21
Aubrey,Langstone,TX,$29773.32,19,849,39,$3459.49,3.7,7843.53,$61567.93
Ellary,Climer,FL,$46153.03,30,802,82,$72444.19,3.4,9773.87,$18208.72
Bradney,Fawcus,CA,$51426.37,22,785,78,$336772.04,2.8,2953.59,$71057.44
Ailey,Esberger,CO,$50954.72,4,441,21,$437059.91,3.1,1382.98,$19561.25
Rocky,Lammers,CA,$57644.06,10,664,34,$56811.16,3.2,29.87,$18473.70
Renee,Caslett,KY,$36079.88,14,364,30,$294063.91,3.3,3479.54,$25999.26
Betsey,Bellworthy,MS,$49947.56,29,733,73,$161639.10,3.0,9947.42,$41310.82
Jourdain,O'Shevlin,CA,$38719.79,27,420,36,$242399.80,3.7,7376.81,$65552.47
Reidar,Lagneaux,MI,$56883.79,5,531,83,$467234.75,2.9,1044.82,$8095.30
Archibald,Ludmann,DC,$59821.15,18,416,78,$38431.17,3.4,9823.39,$53177.52
Gonzalo,Connechy,NY,$33625.10,6,527,63,$377738.79,3.6,2835.52,$22390.61
Jeth,Buckby,OH,$58597.57,22,698,45,$405570.85,3.0,7909.7,$17106.20
Carita,Rowth,NJ,$28462.14,17,616,38,$97295.21,3.3,2823.31,$58154.49
Melodee,Whitley,TN,$41733.14,25,429,68,$117895.23,3.3,855.69,$11147.67
Rosella,Roizin,KS,$35930.89,20,413,41,$290171.98,3.3,5172.25,$58340.64
Joaquin,Bony,WI,$51553.80,8,654,37,$271560.20,3.3,6396.74,$19885.89
Jeanne,Lorent,KY,$28907.12,16,512,36,$364002.46,3.7,3769.29,$42474.84
Hamlin,Archley,CT,$31965.31,25,358,85,$251322.46,2.9,-620.09,$7854.27
Ethelbert,Arrowsmith,CA,$46730.30,13,620,83,$1650.09,3.5,779.49,$67617.99
Delano,Georgot,CA,$27928.13,18,787,64,$163629.12,3.8,-904.69,$28745.19
Leonardo,McLucas,AL,$31786.83,28,758,55,$128359.47,2.7,3620.38,$3042.31
Alyosha,Bohike,TX,$33536.76,10,698,80,$372802.41,3.0,1054.22,$65083.89
Trisha,Arkell,MO,$40401.98,7,729,69,$421300.62,3.3,4053.62,$45980.65
Niki,Lavallin,CA,$50833.31,22,673,19,$369970.15,2.6,6627.66,$11031.25
Jaymie,Truelock,CA,$52690.79,20,515,82,$78730.22,2.5,6169.05,$67568.36
Jeremy,Mougel,TX,$51536.30,13,833,27,$41369.63,2.5,7166.06,$73378.49
Nert,Tremelling,NV,$34597.44,20,474,25,$190761.14,2.7,616.06,$71240.58
Thor,Roofe,TX,$35306.25,11,354,25,$391554.00,3.9,4259.88,$17999.71
Shannan,Niche,MO,$28739.89,10,438,77,$195537.25,3.9,5670.48,$17980.88
Ag,Castelow,MA,$32410.15,10,361,32,$123390.73,3.9,9996.33,$55404.02
Shara,Burree,CA,$43021.63,7,732,37,$475848.19,3.6,8157.19,$13323.60
Krispin,Matelaitis,PA,$49544.17,23,589,22,$337378.75,2.8,4055.72,$2334.22
Merla,Weavill,OR,$28886.80,3,660,68,$253641.42,3.2,-329.4,$21935.60
Nonnah,Fairfull,NY,$42579.32,24,840,39,$288157.37,3.8,8274.5,$3289.16
Stacey,Lawrence,AZ,$45048.98,8,467,39,$396943.80,2.6,23.06,$23836.46
Yolande,Britnell,ID,$46005.59,25,402,55,$450513.58,3.1,3969.19,$44345.53
Alicea,Whiskerd,MN,$37485.44,3,420,71,$77584.36,2.9,9595.44,$16061.49
Victor,Simenot,CA,$54977.92,2,809,27,$349100.88,3.2,6028.09,$5636.52
Mada,Bellay,LA,$49846.65,13,607,82,$37421.04,3.1,5101.98,$47202.97
Stacee,Hackly,CA,$31009.93,10,760,65,$233739.10,2.9,4280.22,$18033.19
Isidore,Szymoni,TN,$38435.44,13,665,36,$425624.73,3.6,-211.04,$38668.66
Rickey,Glowacki,LA,$46866.39,21,640,54,$170640.62,3.6,5624.74,$39795.32
Dian,Gurys,MI,$35773.08,14,672,20,$464819.83,3.5,1065.63,$24028.42
Fedora,Debrick,FL,$53991.97,29,526,75,$376221.40,2.9,4105.14,$23259.56
Sammie,Cutting,KS,$43904.42,22,451,34,$198493.63,3.9,8882.24,$34775.47
Ofella,Broinlich,IA,$35612.39,30,745,41,$372600.39,3.2,5286.1,$38058.84
Sarena,Tewkesbury.,TX,$48883.93,22,615,62,$405529.70,2.7,419.39,$16990.69
Teddie,McGarrity,TX,$46989.39,7,794,85,$450445.99,3.7,9006.37,$46504.09
Evanne,Monkeman,TX,$40772.28,30,477,66,$204297.97,2.8,7572.95,$57320.97
Quill,Pawden,GA,$42195.75,6,646,25,$390442.78,3.8,-559.11,$20968.13
Worden,Nottram,SC,$51840.71,7,487,34,$177415.72,2.7,5421.68,$32061.52
Lib,Daverin,NY,$35551.44,6,632,73,$95391.09,3.6,8998.5,$21767.36
Charity,Aldin,AL,$38896.23,28,682,31,$91669.79,2.5,9937.54,$6010.60
Hendrick,Holton,CA,$46726.47,28,519,56,$382906.90,3.4,8858.48,$47348.04
Dewie,Tolworth,CA,$46988.91,28,818,41,$430726.19,2.8,4604.93,$63084.14
Amitie,Lampitt,CA,$28742.74,9,837,54,$435140.37,2.8,6319.7,$55023.33
Cosme,Limbert,IN,$27605.84,16,356,64,$363628.36,2.9,2077.09,$59601.11
Neils,Lindenberg,TX,$46652.44,6,741,66,$388024.19,2.8,9131.96,$33324.72
Melisent,Mattiussi,TX,$52764.06,21,674,38,$393591.63,2.6,7502.67,$5925.75
Denney,Higgen,FL,$48162.36,1,386,70,$303657.30,2.9,-354.93,$34741.67
Bernard,Zumbusch,DC,$49716.70,2,390,72,$208101.88,3.5,9496.41,$52141.40
Reinwald,Casarino,FL,$54959.27,9,350,44,$284854.65,3.2,634.68,$52009.39
Gradey,Rhodef,WA,$29236.25,1,734,56,$330567.48,3.2,8372.91,$65756.97
Tomkin,Braunlein,FL,$38782.92,16,818,22,$495753.51,2.6,5416.26,$21208.74
Kayle,Snelgar,CA,$47698.29,4,554,85,$459702.53,2.9,2374.83,$41209.77
Mohandas,Cudworth,CA,$26757.99,26,452,45,$315570.98,4.0,5732.29,$55721.87
Clayborn,Kernaghan,NY,$55622.48,13,604,83,$388504.75,2.9,9571.18,$12286.90
Cully,Orehead,FL,$30507.57,21,424,71,$204774.02,3.8,1718.32,$63675.72
Lula,Swadlinge,OH,$44063.32,1,722,71,$146534.06,3.9,8930.97,$49428.90
Melisent,Oliffe,IN,$33643.16,5,655,85,$206840.84,3.9,9971.79,$34095.53
Tammie,Checchetelli,RI,$45526.82,12,556,84,$416618.28,3.3,7741.3,$13488.44
Cosetta,Ilieve,OH,$54814.77,27,742,58,$48068.13,2.6,3238.94,$20626.25
Mendy,Atlee,TX,$37793.49,1,804,47,$181281.58,3.1,-108.76,$61694.18
Malissia,Tookill,MA,$42686.49,11,793,77,$154188.60,3.6,5692.16,$70141.98
Caro,Melledy,GA,$48935.51,14,434,19,$215352.72,3.9,9317.57,$71029.31
Ives,Fibbit,KS,$51916.48,13,679,72,$152925.22,3.5,3642.85,$24433.10
Prentiss,Bruinsma,TX,$51279.73,5,710,20,$354814.46,2.8,3927.53,$62083.50
Darcy,Charman,CA,$58264.62,9,436,49,$350908.60,3.3,2534.91,$46846.41
Meredith,Petranek,MN,$54995.01,9,371,22,$94683.36,3.9,2170.51,$47849.85
Arty,Semonin,CA,$38311.72,20,564,25,$431304.02,2.9,6814.42,$49940.80
Gerda,Keming,NY,$40480.52,16,720,67,$335732.83,3.3,7975.48,$4462.86
Jess,Ammer,CA,$36084.69,7,485,76,$387803.92,2.8,9695.08,$68650.34
Isis,Kettles,CO,$28584.85,25,566,26,$165536.40,3.2,1140.53,$46912.43
Kattie,Hanney,CA,$42795.43,4,365,31,$497333.73,4.0,-504.79,$34477.50
Cart,Craske,NY,$49142.02,13,843,72,$284609.56,3.1,8583.7,$16196.16
Teodorico,Pinnington,OK,$37099.72,8,723,47,$472720.74,3.8,-782.19,$28685.18
Jeannie,Seeks,MT,$35367.66,2,651,58,$233517.22,3.3,2312.7,$45688.04
Sher,Binford,LA,$30497.38,29,847,83,$124078.18,2.7,1072.77,$32320.25
Ardyth,Petrolli,TX,$26763.15,1,644,39,$161543.53,3.5,9947.94,$34043.67
Dorothea,Chatto,LA,$32117.84,9,790,31,$283548.35,3.0,1735.51,$67985.42
Dianne,Minelli,FL,$40882.02,7,640,44,$220476.80,2.7,5168.08,$6906.64
Leann,Andreone,CT,$56261.90,29,352,66,$58287.84,2.9,685.4,$13456.07
Raphael,Beddie,FL,$42989.69,2,568,52,$263267.61,2.8,5549.68,$29013.18
Jocelin,Sighart,VA,$56818.42,16,511,81,$397802.97,3.8,1258.78,$50358.38
Grace,Scoggins,WV,$51425.18,28,465,60,$317184.98,2.5,4206.88,$51785.53
Gallagher,Gianneschi,NC,$44249.25,16,435,50,$78573.16,2.7,9280.85,$47035.81
Alexina,Vagg,NY,$35223.06,15,418,78,$107609.43,2.8,5196.08,$47660.38
Aloysius,Pellissier,OH,$41946.51,23,383,56,$165947.94,4.0,5500.68,$50028.55
Aleece,McBrearty,TX,$52411.98,25,556,76,$171446.34,2.6,1623.59,$73956.32
Midge,McCord,FL,$50493.14,9,789,82,$431695.59,3.3,6191.13,$30808.36
Gabriele,Fellman,CA,$30295.37,13,593,65,$492846.10,3.8,1119.38,$57134.36
Lynn,Tiddeman,AR,$36013.83,15,622,39,$32060.23,3.9,6735.28,$18121.69
Laurie,Nolda,IN,$32386.56,28,372,50,$282721.47,3.1,7685.57,$62959.05
Lynn,Colbrun,AZ,$48558.57,15,723,51,$363243.68,3.8,272.69,$26843.68
Napoleon,Woolf,DC,$57415.33,30,599,22,$436600.71,2.5,7199.93,$50874.13
Hilary,Wallage,MO,$35293.71,16,497,53,$471107.94,2.5,6123.76,$65040.60
Merell,Hoys,NY,$55104.43,5,476,70,$96315.75,3.1,4804.85,$68951.40
Wake,Giannassi,GA,$32582.55,23,453,46,$64245.74,3.4,1247.05,$45398.10
Lelah,Petrenko,CA,$56882.73,4,812,84,$430822.20,3.9,815.15,$6267.81
Merv,Lamont,WV,$40070.21,11,451,19,$431700.70,2.7,8594.04,$20829.45
Theodoric,Geake,CO,$46486.68,12,769,18,$272111.95,2.9,9719.56,$69089.94
Babb,Beevor,LA,$36270.53,18,604,25,$254756.66,3.1,7262.07,$21817.74
Domenic,Jaquemar,TX,$54230.45,25,747,19,$405999.31,3.6,9608.22,$47715.47
Anestassia,Bandiera,DC,$52166.17,21,728,51,$272624.21,2.7,1439.58,$12577.08
Webster,Bushen,UT,$47964.18,14,568,67,$487665.62,2.6,-245.19,$7152.73
Izabel,Gormally,WA,$33396.19,28,832,30,$457325.90,3.0,1162.71,$68272.85
Federica,Riping,IA,$39171.01,18,613,71,$432784.68,2.8,9238.22,$4398.59
Eran,Mityushin,KY,$31363.12,13,363,73,$258665.27,3.8,7620.56,$49013.98
Cointon,Tiplady,CA,$54525.04,29,783,18,$320401.22,2.8,6835.79,$61727.80
Noby,Mynett,AL,$44518.32,26,784,35,$390476.46,3.8,9599.15,$65910.45
Flo,Futcher,NY,$44744.86,16,454,30,$490698.47,3.6,6296.79,$44059.77
Lindsay,Dermott,CA,$44434.99,25,774,83,$167617.01,3.3,400.75,$31858.36
Malinde,Sandiland,CO,$43417.97,8,569,52,$233837.96,3.1,-101.52,$2694.68
Nichole,Guilloneau,OH,$34116.20,1,599,74,$152165.48,2.6,1273.59,$33155.28
Laurens,Parnby,CA,$34097.51,9,781,19,$433298.76,3.0,320.75,$64332.67
Cliff,Bantham,UT,$57174.59,26,631,24,$413400.08,2.7,2496.67,$30200.97
Terrie,Elnaugh,NM,$28304.31,19,593,41,$399723.35,3.4,1271.24,$56752.29
Mallissa,Goldine,NJ,$34398.56,23,527,62,$221246.31,3.8,8943.74,$16253.15
Patrizio,Vanne,CO,$54063.47,13,798,44,$212669.79,3.9,5287.21,$56545.50
Laurianne,Pether,TX,$52215.34,10,428,75,$315108.48,3.0,2127.96,$14088.67
Tadd,Badham,DC,$49251.03,10,604,59,$81815.59,3.9,7963.24,$4909.15
Neille,Upcraft,FL,$46079.24,22,590,53,$371820.14,3.3,5081.05,$36221.38
Stafani,Whear,NY,$34268.52,18,747,47,$453679.89,2.8,6298.82,$4017.33
Francyne,Hordle,NE,$28717.59,29,695,23,$196353.42,3.4,565.76,$46139.44
Tobias,Bainbrigge,GA,$27607.60,11,691,33,$67843.14,2.6,9107.75,$8633.66
Carney,Fell,LA,$33826.53,5,677,24,$369146.50,3.0,9196.71,$37352.92
Malinde,Saynor,AZ,$34354.67,9,806,73,$236109.63,2.7,7147.9,$71835.52
Lisbeth,Shimon,PA,$53991.69,22,360,52,$47781.05,3.2,7603.86,$59875.94
Ely,Boxhill,AZ,$32171.36,25,363,74,$344470.59,3.3,9216.1,$64078.10
